Pos,ID,Name,BV,SV,Team,1_xMins,2_xMins,3_xMins,4_xMins,5_xMins,6_xMins,7_xMins,8_xMins,9_xMins,10_xMins,11_xMins,12_xMins,1_Pts,2_Pts,3_Pts,4_Pts,5_Pts,6_Pts,7_Pts,8_Pts,9_Pts,10_Pts,11_Pts,12_Pts
D,531,Ballard,4.5,4.5,Sunderland,84.30,84.30,84.30,84.30,84.30,84.30,84.30,84.30,84.30,84.30,84.30,84.30,3.50,3.72,3.50,2.88,3.00,2.90,2.65,3.43,2.19,3.55,2.83,3.07
D,532,Hume,4.5,4.5,Sunderland,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,3.23,3.27,2.97,2.34,2.61,2.38,2.17,3.17,1.69,3.14,2.24,2.47
D,533,Alese,4.0,4.0,Sunderland,6.30,6.30,6.30,6.30,6.30,6.30,6.30,6.30,6.30,6.30,6.30,6.30,0.23,0.23,0.22,0.20,0.21,0.20,0.19,0.22,0.18,0.23,0.20,0.20
D,534,Anderson,4.0,4.0,Sunderland,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
D,535,Cirkin,4.0,4.0,Sunderland,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,536,Hjelde,4.0,4.0,Sunderland,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,537,Huggins,4.0,4.0,Sunderland,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,0.17,0.17,0.17,0.15,0.16,0.15,0.15,0.17,0.14,0.17,0.15,0.15
D,538,Johnson,4.0,4.0,Sunderland,6.30,6.30,6.30,6.30,6.30,6.30,6.30,6.30,6.30,6.30,6.30,6.30,0.29,0.29,0.29,0.26,0.26,0.25,0.25,0.28,0.23,0.29,0.26,0.26
D,539,O'Nien,4.0,4.0,Sunderland,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,540,Pembele,4.0,4.0,Sunderland,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04
D,541,Reinildo,4.0,4.0,Sunderland,81.30,81.30,81.30,81.30,81.30,81.30,81.30,81.30,81.30,81.30,81.30,81.30,2.81,2.95,2.62,2.16,2.32,2.21,1.97,2.85,1.52,2.83,2.00,2.27
D,542,Seelt,4.0,4.0,Sunderland,70.50,21.90,21.90,21.90,21.90,21.90,21.90,21.90,21.90,21.90,21.90,21.90,2.91,0.93,0.91,0.78,0.80,0.78,0.74,0.88,0.64,0.90,0.79,0.82
M,543,Adingra,5.5,5.5,Sunderland,79.35,79.35,79.35,79.35,79.35,79.35,79.35,79.35,79.35,79.35,79.35,79.35,3.79,3.58,3.68,3.10,3.30,3.11,3.11,3.62,2.85,3.37,2.93,3.10
M,544,Diarra,5.5,5.5,Sunderland,66.45,66.45,66.45,66.45,66.45,66.45,66.45,66.45,66.45,66.45,66.45,66.45,2.78,2.69,2.71,2.40,2.53,2.37,2.36,2.66,2.19,2.52,2.25,2.38
M,545,Roberts,5.5,5.5,Sunderland,29.85,29.85,29.85,29.85,29.85,29.85,29.85,29.85,29.85,29.85,29.85,29.85,1.52,1.46,1.53,1.33,1.40,1.32,1.30,1.45,1.24,1.40,1.22,1.32
M,546,Aleksić,5.0,5.0,Sunderland,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,0.10,0.10,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
M,547,E.Le Fée,5.0,5.0,Sunderland,45.60,45.60,45.60,45.60,45.60,45.60,45.60,45.60,45.60,45.60,45.60,45.60,2.06,1.94,2.02,1.79,1.89,1.76,1.81,1.94,1.66,1.88,1.69,1.81
M,548,Mundle,5.0,5.0,Sunderland,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,549,Neil,5.0,5.0,Sunderland,20.70,20.70,20.70,20.70,20.70,20.70,20.70,20.70,20.70,20.70,20.70,20.70,0.76,0.74,0.76,0.72,0.74,0.71,0.72,0.74,0.70,0.74,0.70,0.72
M,550,Poveda,5.0,5.0,Sunderland,6.60,6.60,6.60,6.60,6.60,6.60,6.60,6.60,6.60,6.60,6.60,6.60,0.33,0.31,0.33,0.29,0.31,0.28,0.29,0.31,0.27,0.30,0.27,0.29
M,551,Rigg,5.0,5.0,Sunderland,12.60,12.60,12.60,12.60,12.60,12.60,12.60,12.60,12.60,12.60,12.60,12.60,0.58,0.56,0.57,0.52,0.54,0.50,0.51,0.55,0.49,0.53,0.48,0.51
M,552,Sadiki,5.0,5.0,Sunderland,71.10,71.10,71.10,71.10,71.10,71.10,71.10,71.10,71.10,71.10,71.10,71.10,2.84,2.73,2.75,2.54,2.63,2.43,2.55,2.74,2.35,2.64,2.39,2.46
M,553,Talbi,5.0,5.0,Sunderland,71.40,71.40,71.40,71.40,71.40,71.40,71.40,71.40,71.40,71.40,71.40,71.40,3.36,3.26,3.33,2.91,3.07,2.86,2.85,3.22,2.62,3.15,2.70,2.89
M,554,Ba,4.5,4.5,Sunderland,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,0.10,0.09,0.09,0.08,0.09,0.08,0.08,0.09,0.08,0.09,0.08,0.08
M,555,Browne,4.5,4.5,Sunderland,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,0.39,0.39,0.40,0.37,0.38,0.37,0.37,0.39,0.36,0.38,0.36,0.37
M,556,Ekwah,4.5,4.5,Sunderland,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.05
M,557,H.Jones,4.5,4.5,Sunderland,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,0.18,0.17,0.18,0.16,0.17,0.16,0.15,0.17,0.15,0.17,0.15,0.16
M,558,Matete,4.5,4.5,Sunderland,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
M,559,Triantis,4.5,4.5,Sunderland,12.45,12.45,12.45,12.45,12.45,12.45,12.45,12.45,12.45,12.45,12.45,12.45,0.50,0.48,0.49,0.45,0.46,0.44,0.45,0.49,0.43,0.46,0.42,0.45
F,560,Isidor,5.5,5.5,Sunderland,33.15,33.15,33.15,33.15,33.15,33.15,33.15,33.15,33.15,33.15,33.15,33.15,1.75,1.63,1.76,1.49,1.61,1.49,1.46,1.71,1.36,1.59,1.34,1.48
F,561,Mayenda,5.5,5.5,Sunderland,67.05,67.05,67.05,67.05,67.05,67.05,67.05,67.05,67.05,67.05,67.05,67.05,3.31,3.17,3.21,2.72,2.99,2.68,2.71,3.06,2.52,2.90,2.51,2.72
F,562,Abdullahi,4.5,4.5,Sunderland,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.04,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
F,563,Luís Hemir,4.5,4.5,Sunderland,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.02,0.02,0.02,0.01,0.02,0.01,0.01,0.02,0.01,0.02,0.01,0.01
F,564,Rusyn,4.5,4.5,Sunderland,2.10,2.10,2.10,2.10,2.10,2.10,2.10,2.10,2.10,2.10,2.10,2.10,0.12,0.11,0.12,0.10,0.10,0.10,0.10,0.11,0.09,0.10,0.09,0.10
G,565,Vicario,5.0,5.0,Spurs,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,4.56,2.43,3.95,3.38,3.23,4.05,3.67,3.43,3.49,3.36,3.48,2.60
G,566,Austin,4.0,4.0,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,567,Kinsky,4.0,4.0,Spurs,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.04,0.02,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.02
D,568,Pedro Porro,5.5,5.5,Spurs,80.55,80.55,80.55,80.55,80.55,80.55,80.55,80.55,80.55,80.55,80.55,80.55,5.61,2.43,4.20,3.88,3.33,4.54,3.97,3.94,3.68,3.36,4.06,2.62
D,569,Romero,5.0,5.0,Spurs,82.20,82.20,82.20,82.20,82.20,82.20,82.20,82.20,82.20,82.20,82.20,82.20,4.88,2.17,3.74,3.45,3.09,3.98,3.66,3.48,3.41,2.98,3.57,2.58
D,570,Danso,4.5,4.5,Spurs,32.40,32.40,32.40,32.40,32.40,32.40,32.40,32.40,32.40,32.40,32.40,32.40,1.73,0.96,1.44,1.34,1.23,1.49,1.38,1.33,1.34,1.20,1.36,1.10
D,571,Davies,4.5,4.5,Spurs,12.30,12.30,12.30,12.30,12.30,12.30,12.30,12.30,12.30,12.30,12.30,12.30,0.55,0.38,0.49,0.47,0.44,0.50,0.47,0.47,0.47,0.44,0.48,0.40
D,572,Dragusin,4.5,4.5,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,573,Spence,4.5,4.5,Spurs,72.90,72.90,72.90,72.90,72.90,72.90,72.90,72.90,72.90,72.90,72.90,72.90,3.90,1.68,2.92,2.77,2.39,3.22,2.85,2.82,2.73,2.42,2.88,1.95
D,574,Udogie,4.5,4.5,Spurs,28.80,28.80,28.80,28.80,28.80,28.80,28.80,28.80,28.80,28.80,28.80,28.80,1.68,0.85,1.30,1.26,1.08,1.40,1.27,1.24,1.22,1.12,1.29,0.92
D,575,Van de Ven,4.5,4.5,Spurs,76.95,76.95,76.95,76.95,76.95,76.95,76.95,76.95,76.95,76.95,76.95,76.95,4.24,1.84,3.17,2.98,2.60,3.48,3.07,2.97,2.95,2.65,3.10,2.16
D,576,Phillips,4.0,4.0,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,577,Takai,4.0,4.0,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,578,Vuskovic,4.0,4.0,Spurs,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,0.16,0.12,0.14,0.14,0.13,0.15,0.14,0.14,0.13,0.13,0.14,0.12
M,579,Son,8.5,8.5,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,580,Johnson,7.0,7.0,Spurs,58.80,58.80,58.80,58.80,58.80,58.80,58.80,58.80,58.80,58.80,58.80,58.80,3.94,2.54,3.34,3.12,2.90,3.37,3.14,3.21,2.81,2.95,3.27,2.37
M,581,Maddison,7.0,7.0,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,582,Kudus,6.5,6.5,Spurs,73.50,73.50,73.50,73.50,73.50,73.50,73.50,73.50,73.50,73.50,73.50,73.50,4.99,3.19,4.35,4.02,3.72,4.49,4.04,4.09,3.68,3.77,4.22,3.01
M,583,Kulusevski,6.5,6.5,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,584,Tel,6.5,6.5,Spurs,57.45,57.45,57.45,57.45,57.45,57.45,57.45,57.45,57.45,57.45,57.45,57.45,4.18,2.49,3.37,3.09,2.84,3.36,3.15,3.17,2.79,2.90,3.23,2.35
M,585,Bentancur,5.5,5.5,Spurs,67.80,67.80,67.80,67.80,67.80,67.80,67.80,67.80,67.80,67.80,67.80,67.80,2.95,2.22,2.83,2.66,2.55,2.77,2.58,2.66,2.49,2.46,2.73,2.24
M,586,Bergvall,5.5,5.5,Spurs,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,2.09,1.59,1.96,1.86,1.77,1.95,1.83,1.89,1.76,1.77,1.93,1.56
M,587,Bissouma,5.5,5.5,Spurs,19.65,19.65,19.65,19.65,19.65,19.65,19.65,19.65,19.65,19.65,19.65,19.65,0.75,0.63,0.73,0.71,0.67,0.72,0.68,0.69,0.67,0.67,0.71,0.62
M,588,Odobert,5.5,5.5,Spurs,40.65,40.65,40.65,40.65,40.65,40.65,40.65,40.65,40.65,40.65,40.65,40.65,2.41,1.72,2.12,2.01,1.87,2.17,2.06,2.06,1.86,1.93,2.11,1.62
M,589,Solomon,5.5,5.5,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,590,Bryan,5.0,5.0,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,591,Gray,5.0,5.0,Spurs,36.45,36.45,36.45,36.45,36.45,36.45,36.45,36.45,36.45,36.45,36.45,36.45,1.41,1.13,1.34,1.29,1.25,1.34,1.27,1.29,1.26,1.22,1.35,1.15
M,592,Moore,5.0,5.0,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,593,P.M.Sarr,5.0,5.0,Spurs,39.15,39.15,39.15,39.15,39.15,39.15,39.15,39.15,39.15,39.15,39.15,39.15,1.87,1.40,1.73,1.63,1.58,1.73,1.61,1.64,1.52,1.53,1.68,1.35
M,594,Min-hyeok,4.5,4.5,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,595,Olusesi,4.5,4.5,Spurs,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
F,596,Solanke,7.5,7.5,Spurs,38.25,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,2.94,3.80,4.96,4.63,4.32,5.05,4.65,4.84,4.13,4.44,4.80,3.43
F,597,Richarlison,6.5,6.5,Spurs,63.00,28.35,28.35,28.35,28.35,28.35,28.35,28.35,28.35,28.35,28.35,28.35,4.21,1.32,1.68,1.57,1.45,1.66,1.56,1.62,1.41,1.47,1.58,1.23
F,598,Lankshear,4.5,4.5,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,599,Scarlett,4.5,4.5,Spurs,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.05,0.03,0.04,0.04,0.03,0.04,0.04,0.04,0.03,0.03,0.04,0.03
G,600,Areola,4.5,4.5,West Ham,45.00,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,1.59,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.04,0.03
G,601,Foderingham,4.0,4.0,West Ham,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,602,Hegyi,4.0,4.0,West Ham,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,603,Diouf,4.5,4.5,West Ham,73.20,73.20,73.20,73.20,73.20,73.20,73.20,73.20,73.20,73.20,73.20,73.20,3.75,2.83,3.04,3.29,3.57,3.13,2.09,3.58,3.30,3.08,4.50,2.84
D,604,Emerson,4.5,4.5,West Ham,14.85,14.85,14.85,14.85,14.85,14.85,14.85,14.85,14.85,14.85,14.85,14.85,0.63,0.55,0.56,0.61,0.61,0.57,0.48,0.63,0.59,0.57,0.70,0.56
D,605,Kilman,4.5,4.5,West Ham,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,3.61,2.81,3.00,3.28,3.54,3.20,2.52,3.62,3.36,3.07,4.25,2.99
D,606,Mavropanos,4.5,4.5,West Ham,36.30,36.30,36.30,36.30,36.30,36.30,36.30,36.30,36.30,36.30,36.30,36.30,1.56,1.33,1.36,1.47,1.53,1.42,1.18,1.58,1.45,1.41,1.78,1.38
D,607,N.Aguerd,4.5,4.5,West Ham,77.85,77.85,77.85,77.85,77.85,77.85,77.85,77.85,77.85,77.85,77.85,77.85,3.53,2.78,3.03,3.27,3.46,3.20,2.51,3.60,3.31,3.07,4.24,2.94
D,608,Scarles,4.5,4.5,West Ham,18.15,18.15,18.15,18.15,18.15,18.15,18.15,18.15,18.15,18.15,18.15,18.15,0.76,0.67,0.68,0.73,0.73,0.69,0.58,0.75,0.72,0.70,0.83,0.68
D,609,Todibo,4.5,4.5,West Ham,75.15,75.15,75.15,75.15,75.15,75.15,75.15,75.15,75.15,75.15,75.15,75.15,3.14,2.56,2.71,2.95,3.13,2.88,2.25,3.16,3.00,2.79,3.82,2.70
D,610,Wan-Bissaka,4.5,4.5,West Ham,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,3.64,2.71,2.90,3.41,3.52,3.10,2.19,3.50,3.27,2.98,4.38,2.81
D,611,Casey,4.0,4.0,West Ham,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,612,L.Paquetá,6.0,6.0,West Ham,78.00,78.00,78.00,78.00,78.00,78.00,78.00,78.00,78.00,78.00,78.00,78.00,4.52,3.79,3.66,4.44,4.20,3.70,3.11,4.59,4.02,4.02,4.89,3.97
M,613,Souček,6.0,6.0,West Ham,66.30,66.30,66.30,66.30,66.30,66.30,66.30,66.30,66.30,66.30,66.30,66.30,3.07,2.65,2.57,3.04,2.91,2.65,2.29,3.12,2.82,2.78,3.31,2.72
M,614,Ward-Prowse,6.0,6.0,West Ham,57.60,57.60,57.60,57.60,57.60,57.60,57.60,57.60,57.60,57.60,57.60,57.60,2.57,2.28,2.23,2.53,2.49,2.26,1.96,2.60,2.41,2.37,2.81,2.32
M,615,Summerville,5.5,5.5,West Ham,15.60,15.60,15.60,15.60,15.60,15.60,15.60,15.60,15.60,15.60,15.60,15.60,0.82,0.72,0.70,0.79,0.78,0.69,0.61,0.84,0.75,0.74,0.88,0.73
M,616,Álvarez,5.0,5.0,West Ham,34.80,34.80,34.80,34.80,34.80,34.80,34.80,34.80,34.80,34.80,34.80,34.80,1.29,1.18,1.17,1.33,1.29,1.21,1.11,1.32,1.22,1.24,1.35,1.24
M,617,Cornet,5.0,5.0,West Ham,16.95,16.95,16.95,16.95,16.95,16.95,16.95,16.95,16.95,16.95,16.95,16.95,0.75,0.67,0.67,0.73,0.72,0.66,0.60,0.75,0.70,0.70,0.80,0.68
M,618,G.Rodriguez,5.0,5.0,West Ham,16.20,16.20,16.20,16.20,16.20,16.20,16.20,16.20,16.20,16.20,16.20,16.20,0.56,0.52,0.53,0.58,0.57,0.53,0.49,0.57,0.54,0.55,0.59,0.54
M,619,L.Guilherme,5.0,5.0,West Ham,16.95,16.95,16.95,16.95,16.95,16.95,16.95,16.95,16.95,16.95,16.95,16.95,0.82,0.73,0.71,0.79,0.77,0.71,0.63,0.82,0.76,0.74,0.87,0.74
M,620,Earthy,4.5,4.5,West Ham,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.08,0.07,0.07,0.08,0.07
M,621,Irving,4.5,4.5,West Ham,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,0.10,0.08,0.09,0.09,0.09,0.08,0.08,0.10,0.09,0.09,0.10,0.09
M,622,Orford,4.5,4.5,West Ham,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,0.08,0.07,0.07,0.08,0.07,0.07,0.06,0.08,0.07,0.07,0.08,0.07
M,623,Potts,4.5,4.5,West Ham,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,0.53,0.49,0.49,0.55,0.53,0.50,0.45,0.54,0.50,0.52,0.56,0.50
F,624,Bowen,8.0,8.0,West Ham,85.50,85.50,85.50,85.50,85.50,85.50,85.50,85.50,85.50,85.50,85.50,85.50,4.88,4.19,4.09,4.68,4.55,3.88,3.36,5.03,4.41,4.28,5.29,4.16
F,625,Füllkrug,6.0,6.0,West Ham,69.00,69.00,69.00,69.00,69.00,69.00,69.00,69.00,69.00,69.00,69.00,69.00,3.60,3.06,3.00,3.44,3.40,2.96,2.55,3.66,3.20,3.24,3.84,3.08
F,626,Marshall,4.5,4.5,West Ham,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,0.06,0.05,0.05,0.05,0.05,0.05,0.04,0.06,0.05,0.05,0.06,0.05
G,627,Johnstone,4.5,4.5,Wolves,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,0.05,0.05,0.07,0.05,0.06,0.05,0.06,0.07,0.07,0.06,0.05,0.06
G,628,José Sá,4.5,4.5,Wolves,88.20,88.20,88.20,88.20,88.20,88.20,88.20,88.20,88.20,88.20,88.20,88.20,2.21,3.04,3.44,2.51,3.63,2.71,3.17,3.36,3.77,3.14,2.64,3.48
G,629,Bentley,4.0,4.0,Wolves,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,630,King,4.0,4.0,Wolves,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,631,Agbadou,4.5,4.5,Wolves,87.75,87.75,87.75,87.75,87.75,87.75,87.75,87.75,87.75,87.75,87.75,87.75,2.70,3.35,4.15,2.97,4.26,3.20,3.78,4.14,4.80,3.64,2.65,3.95
D,632,Doherty,4.5,4.5,Wolves,73.20,73.20,73.20,73.20,73.20,73.20,73.20,73.20,73.20,73.20,73.20,73.20,2.13,2.70,3.44,2.40,3.66,2.67,3.12,3.60,4.20,2.85,2.18,3.29
D,633,H.Bueno,4.5,4.5,Wolves,9.90,9.90,9.90,9.90,9.90,9.90,9.90,9.90,9.90,9.90,9.90,9.90,0.36,0.41,0.47,0.39,0.49,0.41,0.44,0.49,0.52,0.42,0.36,0.46
D,634,Mosquera,4.5,4.5,Wolves,13.20,13.20,13.20,13.20,13.20,13.20,13.20,13.20,13.20,13.20,13.20,13.20,0.44,0.51,0.57,0.48,0.59,0.50,0.55,0.57,0.63,0.53,0.44,0.56
D,635,R.Gomes,4.5,4.5,Wolves,28.20,28.20,28.20,28.20,28.20,28.20,28.20,28.20,28.20,28.20,28.20,28.20,1.06,1.25,1.47,1.14,1.54,1.24,1.36,1.57,1.71,1.28,1.07,1.42
D,636,S.Bueno,4.5,4.5,Wolves,43.50,43.50,43.50,43.50,43.50,43.50,43.50,43.50,43.50,43.50,43.50,43.50,1.34,1.63,1.91,1.47,1.99,1.59,1.78,1.95,2.16,1.67,1.36,1.83
D,637,Toti,4.5,4.5,Wolves,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,2.34,2.98,3.72,2.63,3.79,2.86,3.41,3.66,4.32,3.20,2.35,3.55
D,638,Hoever,4.0,4.0,Wolves,45.45,45.45,45.45,45.45,45.45,45.45,45.45,45.45,45.45,45.45,45.45,45.45,1.34,1.69,2.15,1.53,2.22,1.67,1.95,2.22,2.52,1.78,1.38,2.03
D,639,Meupiyou,4.0,4.0,Wolves,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,640,Pedro Lima,4.0,4.0,Wolves,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,0.20,0.22,0.26,0.21,0.27,0.22,0.24,0.26,0.29,0.23,0.20,0.25
D,641,Pond,4.0,4.0,Wolves,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,0.08,0.08,0.09,0.08,0.09,0.08,0.09,0.09,0.10,0.09,0.08,0.09
M,642,Hee Chan,6.0,6.0,Wolves,20.40,20.40,20.40,20.40,20.40,20.40,20.40,20.40,20.40,20.40,20.40,20.40,1.01,1.11,1.14,1.02,1.27,1.10,1.18,1.28,1.35,1.08,1.01,1.18
M,643,André,5.5,5.5,Wolves,79.35,79.35,79.35,79.35,79.35,79.35,79.35,79.35,79.35,79.35,79.35,79.35,2.76,3.13,3.18,3.10,3.21,3.30,3.18,3.30,3.39,3.04,2.81,3.29
M,644,Bellegarde,5.5,5.5,Wolves,42.15,42.15,42.15,42.15,42.15,42.15,42.15,42.15,42.15,42.15,42.15,42.15,1.73,1.89,2.02,1.78,2.16,1.91,2.02,2.17,2.34,1.87,1.74,2.05
M,645,Fer López,5.5,5.5,Wolves,40.50,40.50,40.50,40.50,40.50,40.50,40.50,40.50,40.50,40.50,40.50,40.50,1.77,1.96,2.05,1.84,2.27,1.99,2.06,2.29,2.43,1.90,1.78,2.08
M,646,Gomes,5.5,5.5,Wolves,79.35,79.35,79.35,79.35,79.35,79.35,79.35,79.35,79.35,79.35,79.35,79.35,2.82,3.26,3.35,3.10,3.50,3.41,3.34,3.52,3.66,3.11,2.91,3.41
